# format:org_id|changed|org_name|country|source
@aut-17688-JPNIC|20051121|ShineOn LTD|JP|JPNIC
@aut-17689-JPNIC|20090316|Hokuden Information Technology,Inc.|JP|JPNIC
@aut-17691-JPNIC|20090805|NDS Co., Ltd.|JP|JPNIC
@aut-17693-JPNIC|20081117|YAMATO SYSTEM DEVELOPMENT CO., LTD.|JP|JPNIC
@aut-17694-JPNIC|20050913|Deutsche Bank Group, Japan BGP connection|JP|JPNIC
@aut-17695-JPNIC|20120928|MLJS|JP|JPNIC
@aut-17696-JPNIC|20050308|KDDI Okinawa Srevice CO.|JP|JPNIC
@aut-17699-JPNIC|20070406|MEDiA K.K.|JP|JPNIC
@aut-17701-JPNIC|20140707|Seinan Gakuin University|JP|JPNIC
@aut-17705-APNIC|20110823|InSPire Net Ltd|NZ|APNIC
@aut-17706-APNIC|20010328|Airport Authority Hong Kong|HK|APNIC
@aut-17707-APNIC|20120106|DATAHOTEL, which is one of iDC in Japan,|JP|APNIC
@aut-17708-APNIC|20010329|Stellar Systems|AU|APNIC
@aut-17709-APNIC|20011029|Eastern Broadband Telecom Co.,Ltd|TW|APNIC
@aut-1771-RIPE|20000101|Solberg Network Engineering|EU|RIPE
@aut-17710-APNIC|20011031|President Information Corp.|TW|APNIC
@aut-17711-APNIC|20011031|National Dong Hwa University|TW|APNIC
@aut-17712-APNIC|20011031|National Chung Cheng University|TW|APNIC
@aut-17713-APNIC|20011031|National Sun Yat-sen University|TW|APNIC
@aut-17714-APNIC|20011031|Chunghwa Telecom Co. , Ltd.|TW|APNIC
@aut-17715-APNIC|20011031|ChungHwa Telecom. Co. Telecommunication Lab.|TW|APNIC
@aut-17716-APNIC|20011031|National Taiwan University|TW|APNIC
@aut-17717-APNIC|20020326|Ministry of Education Computer Center Taipei, Taiwan|TW|APNIC
@aut-17718-APNIC|20011212|Internet Solution Lab., Inc. 14Fl., No. 15-1, Sec. 1, Hangjou S. Rd. Jungjeng Chiu, Taipei, Taiwan 100, R.O.C.|TW|APNIC
@aut-17720-APNIC|20120802|Treen Technology|AU|APNIC
@aut-17721-APNIC|20030808|International Rice Research Institute,|PH|APNIC
@aut-17726-APNIC|20010412|CAMNET is an ISP of Ministry of Posts|KH|APNIC
@aut-17728-APNIC|20010418|Mindvision Interactive|AU|APNIC
@aut-17729-APNIC|20100803|Legion-AS|AU|APNIC
@aut-17730-APNIC|20010420|Crown Limited Autonomous System|AU|APNIC
@aut-17733-APNIC|20010420|Office of Communications & IT|SG|APNIC
@aut-17736-APNIC|20040405|SOLSIS (m) SDN BHD|MY|APNIC
@aut-17739-APNIC|20020429|Shanghai Telecom Haplink Network Co., Ltd|CN|APNIC
@aut-1774-RIPE|20000101|Higher Education Authority Network (HEAnet)|EU|RIPE
@aut-17740-APNIC|20010430|DOMAIN FIVE ENTERPRISES LIMITED|HK|APNIC
@aut-17741-APNIC|20040625|Service infrastructure of|AU|APNIC
@aut-17742-APNIC|20010430|Firstel Telecom|AU|APNIC
@aut-17745-APNIC|20040311|Data3 Ltd ISP Services|AU|APNIC
@aut-17746-APNIC|20090811|Orcon Internet|NZ|APNIC
@aut-17747-APNIC|20140430|SITICABLE NETWORK LIMITED|IN|APNIC
@aut-17749-APNIC|20120517|Trend Micro Inc.|PH|APNIC
@aut-17750-APNIC|20080410|ENERGEX Ltd|AU|APNIC
@aut-17753-APNIC|20010515|INTERNET SERVICE PROVIDER|IN|APNIC
@aut-17754-APNIC|20130430|Excellmedia|IN|APNIC
@aut-17755-APNIC|20010521|BRIDGEDFS LIMITED|AU|APNIC
@aut-17758-APNIC|20140218|MYOB Technology Pty Ltd|AU|APNIC
@aut-17759-APNIC|20120315|CLP Power Hong Kong Limited|HK|APNIC
@aut-17760-APNIC|20041005|Flow Communications Pty Ltd|AU|APNIC
@aut-17762-APNIC|20041006|Tata Teleservices Maharashtra Ltd|IN|APNIC
@aut-17763-APNIC|20030324|AS number for Mid Nort Coast Internet,|AU|APNIC
@aut-17764-APNIC|20050428|The Open University of Hong Kong|HK|APNIC
@aut-17765-APNIC|20080111|Australian Associated Press|AU|APNIC
@aut-17766-APNIC|20090928|Data FX Online Pty. Ltd.|AU|APNIC
@aut-17769-APNIC|20040629|PT Indopratama Teleglobal (ISP)Wisma BSG Floor 6|ID|APNIC
@aut-17771-APNIC|20130515|Southern Online Bio Technologies Ltd|IN|APNIC
@aut-17772-APNIC|20020517|CHINA COMMUNICATIONS SYSTEM Co.,Ltd.|CN|APNIC
@aut-17773-APNIC|20130521|UPNET Technologies Co., Ltd|CN|APNIC
@aut-17775-APNIC|20120726|shanghai science and technology network communication limited company|CN|APNIC
@aut-17777-APNIC|20020605|China Telecommunications Broadcast Satellite Corp.|CN|APNIC
@aut-17778-APNIC|20020416|Taiyuan CATV Networks Ltd.|CN|APNIC
@aut-17783-APNIC|20140704|SRIL RPG Autonomous System|IN|APNIC
@aut-17784-APNIC|20010607|MaxisNet International Internet Gateway|MY|APNIC
@aut-17785-APNIC|20021118|Henan Provincial Net of CT|CN|APNIC
@aut-17786-APNIC|20010608|HSBC India|IN|APNIC
@aut-17787-APNIC|20110628|Pakistan Software Export Board|PK|APNIC
@aut-17792-APNIC|20010618|Metservice|NZ|APNIC
@aut-17793-APNIC|20060207|Leisure and Cultural Services Department, HKSAR Government|HK|APNIC
@aut-17794-APNIC|20010620|Hutchison Telephone Company Limited|HK|APNIC
@aut-17795-APNIC|20050117|Netvein.co.jp|JP|APNIC
@aut-17797-APNIC|20010622|Picknowl Internet Services|AU|APNIC
@aut-17799-APNIC|20021118|Liaoning Provincial Net of CT|CN|APNIC
@aut-1780-RIPE|20000101|Valmet Corporation|EU|RIPE
@aut-17800-APNIC|20040629|PT. JARINGAN INTECH INDONESIA|ID|APNIC
@aut-17802-APNIC|20100517|Macquarie Bank|AU|APNIC
@aut-17804-APNIC|20010627|21st century Pty Ltd, Internet Service Provider|AU|APNIC
@aut-17806-APNIC|20110926|Tire-1 IP Transit Provider of Bangladesh|BD|APNIC
@aut-17807-APNIC|20070724|State Library of Queensland|AU|APNIC
@aut-17809-APNIC|20081007|Monad Digitnamic Corp.|TW|APNIC
@aut-17810-APNIC|20130918|Cellnext Solutions Limited -|IN|APNIC
@aut-17811-APNIC|20060410|Peoplesupport Inc.|PH|APNIC
@aut-17812-APNIC|20110831|Symantec Inc|AU|APNIC
@aut-17813-APNIC|20081030|Mahanagar Telephone Nigam Ltd.|IN|APNIC
@aut-17814-APNIC|20060314|ComNet Telecom International Ltd. AS number.|HK|APNIC
@aut-17815-APNIC|20120131|Quest Diagnostics India|IN|APNIC
@aut-17817-APNIC|20140925|Concentrix Daksh Services India Private Limited|IN|APNIC
@aut-17818-APNIC|20010721|SAB Infotech Ltd.,|IN|APNIC
@aut-17820-APNIC|20060314|DIRECT INTERNET LTD.|IN|APNIC
@aut-17823-APNIC|20010717|Thailand Network Information Center|TH|APNIC
@aut-17824-APNIC|20020718|Pacific One Net Limited AS number|HK|APNIC
@aut-17825-APNIC|20050504|Tech Mahindra Ltd. Software Development Organisation India|IN|APNIC
@aut-17826-APNIC|20040629|Jl. Raya Pasar Minggu no 99D|ID|APNIC
@aut-17827-APNIC|20031013|Sukhothai Thammathirat Open University|TH|APNIC
@aut-17828-APNIC|20121221|Tiare, a business unit of Pacific Mobile Communications.|PG|APNIC
@aut-17829-APNIC|20010723|IDL Autonomous system|AU|APNIC
@aut-17830-APNIC|20090312|Kryptos Networks , Remote Infrastructure Management Services|IN|APNIC
@aut-17832-APNIC|20091217|Korea Internet Security Agency|KR|APNIC
@aut-17833-APNIC|20061121|CrownBakery|KR|APNIC
@aut-17834-APNIC|20030122|Kyobo Auto Insurance CO.,LTD|KR|APNIC
@aut-17835-APNIC|20100517|Prudential INVESTMENT TRUST &SECURITIES CO.,LTD.|KR|APNIC
@aut-17836-APNIC|20130917|IBK Securities|KR|APNIC
@aut-17837-APNIC|20071106|Korea Cyber Payment Inc|KR|APNIC
@aut-17838-APNIC|20010913|HYUNDAI HOMESHOPPING|KR|APNIC
@aut-17839-APNIC|20061207|DreamcityMedia|KR|APNIC
@aut-17840-APNIC|20040204|KECA, Inc.|KR|APNIC
@aut-17841-APNIC|20080326|MIC E-GOVERNMENT|KR|APNIC
@aut-17842-APNIC|20081104|Chungchungnam-Do office of Education|KR|APNIC
@aut-17843-APNIC|20141229|SAHMYOOK UNIVERSITY|KR|APNIC
@aut-17844-APNIC|20030122|PBS CATV|KR|APNIC
@aut-17845-APNIC|20090518|Gyeonggi Technopark|KR|APNIC
@aut-17847-APNIC|20050504|Financial Supervisory Service|KR|APNIC
@aut-17848-APNIC|20071107|INAMES|KR|APNIC
@aut-17849-APNIC|20050506|hanvit ginam broadcasting comm.|KR|APNIC
@aut-17850-APNIC|20061108|OK-NET Co,. Ltd|KR|APNIC
@aut-17851-APNIC|20091210|Chungchungnam-Do office of Education|KR|APNIC
@aut-17852-APNIC|20040105|KOREALIFE|KR|APNIC
@aut-17853-APNIC|20050509|LG Telecom|KR|APNIC
@aut-17854-APNIC|20100421|Tbroadjeonjubroadcast|KR|APNIC
@aut-17855-APNIC|20111114|Prudential|KR|APNIC
@aut-17856-APNIC|20091109|Konyang University|KR|APNIC
@aut-17857-APNIC|20070308|Tbroad Nakdong Broadcasting co.,Ltd|KR|APNIC
@aut-17859-APNIC|20030122|National Information & Credit Evaluation|KR|APNIC
@aut-17860-APNIC|20040218|WEBZEN|KR|APNIC
@aut-17861-APNIC|20030122|KyungNam College of Information & Technology|KR|APNIC
@aut-17862-APNIC|20061207|Kangwon National University|KR|APNIC
@aut-17863-APNIC|20020315|Yonhap News Agency|KR|APNIC
@aut-17864-APNIC|20020327|Hanvit I&B|KR|APNIC
@aut-17865-APNIC|20020403|Supreme Court of Korea|KR|APNIC
@aut-17866-APNIC|20020410|Korea Institute of Science and Technology|KR|APNIC
@aut-17867-APNIC|20020425|KOREA BANKING INSTITUTE|KR|APNIC
@aut-17868-APNIC|20020513|Hyupsung University|KR|APNIC
@aut-17869-APNIC|20020524|Ministry of Court Administration|KR|APNIC
@aut-17870-APNIC|20060426|Kyung Hee University|KR|APNIC
@aut-17871-APNIC|20070308|Tbroad Dongnam Broadcasting co.,Ltd|KR|APNIC
@aut-17872-APNIC|20020530|SUNGSHIN WOMEN'S UNIVERSITY|KR|APNIC
@aut-17874-APNIC|20070418|National Pension Corporation|KR|APNIC
@aut-17875-APNIC|20060220|ec-bank|KR|APNIC
@aut-17876-APNIC|20051213|Ahnlab, Inc.|KR|APNIC
@aut-17877-APNIC|20030122|NEXG|KR|APNIC
@aut-17878-APNIC|20020726|K.F.T.C ISAC|KR|APNIC
@aut-17879-APNIC|20140620|Rural Development Adminstration (RDA)|KR|APNIC
@aut-17880-APNIC|20020726|SPORTSSEOUL21.CO|KR|APNIC
@aut-17881-APNIC|20070406|Inet Hosting Inc.|KR|APNIC
@aut-17883-APNIC|20021118|Shanxi Provincial Net of CT|CN|APNIC
@aut-17886-APNIC|20080923|Matrix Networks Pte Ltd|SG|APNIC
@aut-17888-APNIC|20080303|SingTel Hong Kong Limited|HK|APNIC
@aut-17889-APNIC|20070502|Intraceptives Pty Ltd|AU|APNIC
@aut-17890-APNIC|20100513|Matilda Internet|AU|APNIC
@aut-17891-APNIC|20130729|Worldgate Networks Pvt. Ltd.|IN|APNIC
@aut-17893-APNIC|20010806|Palau National Communications Corp.|PW|APNIC
@aut-17894-APNIC|20011107|AyalaPort Makati, Inc. / Data Center Operator|PH|APNIC
@aut-17895-APNIC|20070710|Globalreach eBusiness Networks, Inc.|PH|APNIC
@aut-17896-APNIC|20021118|Jilin Provincial Net of CT|CN|APNIC
@aut-17897-APNIC|20021118|Heilongjiang Provincial Net of CT|CN|APNIC
@aut-17900-APNIC|20020212|Think Technology|AU|APNIC
@aut-17902-APNIC|20080923|ihug Wholesale Bandwidth Sales|NZ|APNIC
@aut-17905-APNIC|20120507|Commerzbank AG|SG|APNIC
@aut-17906-APNIC|20010813|PricewaterhouseCoopers|AU|APNIC
@aut-17907-APNIC|20080108|NuSkope Pty. Ltd.|AU|APNIC
@aut-17909-APNIC|20051005|Project Eclectic RandD SA Pty Ltd|AU|APNIC
@aut-17910-APNIC|20140304|TRIPLEGATE-ASN|ID|APNIC
@aut-17912-APNIC|20081127|Alliance IT Consulting (P) Ltd|IN|APNIC
@aut-17913-APNIC|20130626|Guj Info Petro Limited|IN|APNIC
@aut-17914-APNIC|20060627|2Day Internet Limited|NZ|APNIC
@aut-17915-APNIC|20080404|GE Capital Finance Australasia P/L TA GE Money|AU|APNIC
@aut-17916-APNIC|20010824|Computer Sciences Corporation|AU|APNIC
@aut-17917-APNIC|20130628|Quadrant Televentures Limited|IN|APNIC
@aut-17919-APNIC|20010828|Dell AP-Online|SG|APNIC
@aut-17920-APNIC|20050117|Ultra Serve Internet Pty Ltd - Transit AS - Hosting Provider,|AU|APNIC
@aut-17921-APNIC|20010830|THOMSON SINGPAORE, PTE LTD.|PH|APNIC
@aut-17923-APNIC|20021118|Neimenggu Provincial Net of CT|CN|APNIC
@aut-17924-APNIC|20141023|SmarTone Mobile Communications Ltd|HK|APNIC
@aut-17925-APNIC|20100112|Dealer Solutions|AU|APNIC
@aut-17926-APNIC|20010906|Singapore Computer Systems|SG|APNIC
@aut-17928-APNIC|20041013|Australian Wool Testing Authority Ltd,|AU|APNIC
@aut-17929-APNIC|20120321|JPMorgan Chase APTI|HK|APNIC
@aut-17931-JPNIC|20030821|Netforest,Inc.|JP|JPNIC
@aut-17934-JPNIC|20050310|National Institute of Information and Communications Technology|JP|JPNIC
@aut-17936-JPNIC|20060220|Cable Television Kani Co.,Inc.|JP|JPNIC
@aut-17937-JPNIC|20100511|NIKKEI ADVANCED SYSTEMS INC.|JP|JPNIC
@aut-17939-JPNIC|20021028|miyazaki cabletelevision network Co.,LTD|JP|JPNIC
@aut-17940-JPNIC|20060517|CYBER LINKS Co.,Ltd.|JP|JPNIC
@aut-17941-JPNIC|20050713|Bit-isle Co.,Ltd.|JP|JPNIC
@aut-17943-JPNIC|20130413|Tokyo Denki University|JP|JPNIC
@aut-17944-JPNIC|20070831|Japan Weather Association|JP|JPNIC
@aut-17945-JPNIC|20110704|iTV Co,Ltd|JP|JPNIC
@aut-17946-JPNIC|20140527|Gifu University|JP|JPNIC
@aut-17947-JPNIC|20070802|SAKURA KCS Corporation.|JP|JPNIC
@aut-17948-JPNIC|20080616|EditNet, Incorporated|JP|JPNIC
@aut-17949-JPNIC|20141209|Tokyo University of Technorogy|JP|JPNIC
@aut-17950-JPNIC|20050705|SaiNet|JP|JPNIC
@aut-17951-JPNIC|20080910|Kobe Community Exchange Co.,LTD|JP|JPNIC
@aut-17953-JPNIC|20060911|BroadBand Security, Inc.|JP|JPNIC
@aut-17955-JPNIC|20080804|Densan Co., Ltd.|JP|JPNIC
@aut-17956-JPNIC|20090317|WASEDA University|JP|JPNIC
@aut-17957-JPNIC|20051219|SOUTH TOKYO CABLETELEVISION|JP|JPNIC
@aut-17958-JPNIC|20030512|Kasaoka Cable Vision Co,LTD.|JP|JPNIC
@aut-17959-JPNIC|20091104|K-techsjapan Inc.|JP|JPNIC
@aut-17960-JPNIC|20131113|University of the Ryukyus|JP|JPNIC
@aut-17961-JPNIC|20040601|mitene internet co., ltd.|JP|JPNIC
@aut-17962-APNIC|20041223|ShenZhen Topway Video Communication Co. Ltd|CN|APNIC
@aut-17963-APNIC|20020301|Beijing Capital-online science development Co.,Ltd. ShangHai Branch&#65289;|CN|APNIC
@aut-17965-APNIC|20020109|CHINA SCIENCE AND TECHNOLOGY NETWORK|CN|APNIC
@aut-17966-APNIC|20020605|China Information Broadcast Network Ltd.Co.|CN|APNIC
@aut-17968-APNIC|20020517|Daqing zhongji petroleum telecommunication construction limited cpmpany|CN|APNIC
@aut-1797-LACNIC|19940414|Uruguay|UY|LACNIC
@aut-17970-APNIC|20110824|TRI.ph AS Inter-Island Information Systems, Inc., AS Internet Service Provider and Internet Data Center, Manila PH|PH|APNIC
@aut-17971-APNIC|20101112|TM-VADS DC Hosting|MY|APNIC
@aut-17973-APNIC|20030624|TBGI, Transpacific Broadcast Group|PH|APNIC
@aut-17975-APNIC|20080121|AS# for peering purpose with IX and ISP.|HK|APNIC
@aut-17976-APNIC|20030311|Royal TeleCam Ltd. O.B.O: Telesurf ISP|KH|APNIC
@aut-17977-APNIC|20011017|NF Park Bldg.3F, 9-15, Futaba 2-Chome|JP|APNIC
@aut-17978-APNIC|20011022|SERVCORP AUSTRALIAN HOLDINGS LTD|AU|APNIC
@aut-17981-APNIC|20050404|ISP Cambodia|KH|APNIC
@aut-17983-APNIC|20011026|Coles Myer|AU|APNIC
@aut-17984-APNIC|20011026|PCCW-HKT Network Services Limited|HK|APNIC
@aut-17986-APNIC|20011030|Web Prophets Pty Ltd|AU|APNIC
@aut-17988-APNIC|20070925|SINOSAT (HONG KONG) LIMITED|HK|APNIC
@aut-17990-APNIC|20140106|GLOBALNET COMMUNICATION LTD.|HK|APNIC
@aut-17993-APNIC|20120319|SamoaTel Limited|WS|APNIC
@aut-17994-APNIC|20090302|Appserv Limited|NZ|APNIC
@aut-17995-APNIC|20141222|PT iForte Global Internet|ID|APNIC
@aut-17996-APNIC|20051018|PT Global Prima Utama|ID|APNIC
@aut-17998-APNIC|20021122|CHINA TELECOM GROUP|CN|APNIC
@aut-18000-APNIC|20130822|Dimension Data Cloud Solutions Australia|AU|APNIC
@aut-18001-APNIC|20110418|Dialog Axiata PLC.|LK|APNIC
@aut-18002-APNIC|20130516|AS Number for Interdomain Routing|IN|APNIC
@aut-18003-APNIC|20090603|Faktortel Pty Ltd.|AU|APNIC
@aut-18006-APNIC|20140822|Blue Star Print Group|NZ|APNIC
@aut-18007-APNIC|20071114|INHERENT|ID|APNIC
@aut-18008-APNIC|20130408|Quatrro Network Border AS|IN|APNIC
@aut-18010-APNIC|20050621|NATIONAL FOODS LTD.|AU|APNIC
@aut-18017-APNIC|20050729|Tuaropaki Communications Limited|NZ|APNIC
@aut-18018-APNIC|20131021|Gamebuilders Inc.|PH|APNIC
@aut-18020-APNIC|20140709|Anchor Systems Pty Ltd|AU|APNIC
@aut-18021-APNIC|20021204|Unisys NZ, IT Outsourcer,|NZ|APNIC
@aut-18022-APNIC|20050401|FoShan SHITONG Information Broadband Networks CO.LTD|CN|APNIC
@aut-18023-APNIC|20081110|Korea Maritime University|KR|APNIC
@aut-18026-APNIC|20100407|Cheju National University|KR|APNIC
@aut-18027-APNIC|20060316|namseoul university|KR|APNIC
@aut-18028-APNIC|20060316|GyeongSang National University|KR|APNIC
@aut-18029-APNIC|20060316|Daejeon Helath Sciences College|KR|APNIC
@aut-18030-APNIC|20050224|West Australia Airport Corp. Transit AS,|AU|APNIC
@aut-18031-APNIC|20081104|Sangmyung University|KR|APNIC
@aut-18032-APNIC|20130925|SHINHAN DATA SYSTEM|KR|APNIC
@aut-18033-APNIC|20061121|CMB TAEGU DONGBU BROADCAST|KR|APNIC
@aut-18034-APNIC|20060316|Kangnung National UNIV.|KR|APNIC
@aut-18035-APNIC|20060316|HANSEO UNIVERSITY|KR|APNIC
@aut-18036-APNIC|20090324|NECA Applications and Content AS, Melbourne|AU|APNIC
@aut-18038-APNIC|20060316|Korea National University of Education|KR|APNIC
@aut-18039-APNIC|20110127|Yellow Billing Services Pty Ltd|AU|APNIC
@aut-18040-APNIC|20011210|Mobitai ISP Network Information Center|TW|APNIC
@aut-18041-APNIC|20020101|Chicom Information Corp.|TW|APNIC
@aut-18042-APNIC|20011227|Koos Broadband Telecom|TW|APNIC
@aut-18043-APNIC|20020123|GETOP Automatic System Inc.|TW|APNIC
@aut-18044-APNIC|20020201|King-Net Info. Tech. Co., Ltd.|TW|APNIC
@aut-18045-APNIC|20011212|SinoPac Holdings Corporate Network|TW|APNIC
@aut-18046-APNIC|20070327|DongFong Technology Co. Ltd.|TW|APNIC
@aut-18047-APNIC|20020311|National Tsing-Hua University|TW|APNIC
@aut-18048-APNIC|20060516|Cyberterra Corporation,|TW|APNIC
@aut-18049-APNIC|20020606|Taiwan Infrastructure Network Technologie|TW|APNIC
@aut-18051-APNIC|20110919|Pustekkom|ID|APNIC
@aut-18052-APNIC|20130620|Asiakomnet Multimedia, PT|ID|APNIC
@aut-18053-APNIC|20090821|Australian Capital Equity Pty Ltd|AU|APNIC
@aut-18054-APNIC|20050509|intERLab/AIT|TH|APNIC
@aut-18056-APNIC|20040629|Pt Mithaharum Abadi|ID|APNIC
@aut-18057-APNIC|20011121|Australian Health Management Group,|AU|APNIC
@aut-18059-APNIC|20101112|DTPNET NAP|ID|APNIC
@aut-18060-APNIC|20040609|Vizcom|AU|APNIC
@aut-18061-APNIC|20020228|WorldCom Communications India|IN|APNIC
@aut-18064-APNIC|20130409|eRoads Technology Ltd|IN|APNIC
@aut-18065-APNIC|20011205|Central Data Pty Ltd.|AU|APNIC
@aut-18067-JPNIC|20060320|Humeia Corporation|JP|JPNIC
@aut-18068-JPNIC|20021205|Dream Wave Shizuoka Co. Ltd.|JP|JPNIC
@aut-18069-JPNIC|20110906|SOFTBANK TECHNOLOGY CORP.|JP|JPNIC
@aut-18070-JPNIC|20080408|Global Network Core Co.,Ltd.|JP|JPNIC
@aut-18071-JPNIC|20130329|Panasonic Corporation Corporate Information Systems Company|JP|JPNIC
@aut-18072-JPNIC|20050308|NTT Communications, Corp.|JP|JPNIC
@aut-18074-JPNIC|20030807|First Riding Technology Inc.|JP|JPNIC
@aut-18075-JPNIC|20050317|Hiroshima City Cable Television Corp.|JP|JPNIC
@aut-18076-JPNIC|20020125|Institute of Advanced Media Arts and Sciences|JP|JPNIC
@aut-18077-JPNIC|20061215|Yamaguchi Cable Vision Co.,Ltd|JP|JPNIC
@aut-18080-JPNIC|20020208|Sopiafons Co.,Ltd|JP|JPNIC
@aut-18081-JPNIC|20050928|Kintetsu Cable Network Co., Ltd.|JP|JPNIC
@aut-18082-JPNIC|20140522|Japan Agency for Local Authority Information Systems|JP|JPNIC
@aut-18084-JPNIC|20050601|Asia Netcom Japan Corp.|JP|JPNIC
@aut-18085-JPNIC|20050704|Fujitsu Nagano systems engineering Co.Ltd.|JP|JPNIC
@aut-18086-JPNIC|20050328|PFU LIMITED|JP|JPNIC
@aut-18087-JPNIC|20021126|Toyo University|JP|JPNIC
@aut-18088-JPNIC|20130513|Kyuden Infocom Company Inc|JP|JPNIC
@aut-18090-JPNIC|20090724|IMS Corporation|JP|JPNIC
@aut-18091-JPNIC|20050704|Teikyo University|JP|JPNIC
@aut-18092-JPNIC|20050714|Kyushu Tele Communications Company|JP|JPNIC
@aut-18094-JPNIC|20060515|Tokyo Cable Network.,INC|JP|JPNIC
@aut-18095-JPNIC|20060518|Reitaku University|JP|JPNIC
@aut-18097-JPNIC|20040527|D.C.N. Corporation|JP|JPNIC
@aut-18101-APNIC|20101006|Reliance Communications Ltd.DAKC MUMBAI|IN|APNIC
@aut-18103-APNIC|20090610|Neuviz Net|ID|APNIC
@aut-18104-APNIC|20110718|Wholesale Communications Group|AU|APNIC
@aut-18106-APNIC|20130408|Viewqwest Pte Ltd|SG|APNIC
@aut-18107-APNIC|20050627|IP SYSTEMS|AU|APNIC
@aut-18108-APNIC|20020130|FujitsuAustraliaLtd|AU|APNIC
@aut-18110-APNIC|20050509|Hannanprint|AU|APNIC
@aut-18111-APNIC|20020131|Netspeed Internet Communications|AU|APNIC
@aut-18112-APNIC|20040629|PT. Sejuta Jaring Global|ID|APNIC
@aut-18113-APNIC|20030725|Pfizer Pte Ltd Singapore dual homed|SG|APNIC
@aut-18114-APNIC|20100906|PLDT Subic Telecom, Inc.|PH|APNIC
@aut-18115-APNIC|20090904|JG Group of Companies|PH|APNIC
@aut-18117-APNIC|20140703|Harbour MSP Pty. Ltd|AU|APNIC
@aut-18118-APNIC|20060620|CITIC Networks Management Co.,Ltd.|CN|APNIC
@aut-18119-APNIC|20100803|ACSData|NZ|APNIC
@aut-18120-APNIC|20051215|Gemini Software Solutions (P) Ltd. Hosting Services, India|IN|APNIC
@aut-18121-JPNIC|20050826|Ishikawa Computer Center Co.,LTD.|JP|JPNIC
@aut-18123-JPNIC|20050726|INAOKI EDUCATIONAL INSTITUTION|JP|JPNIC
@aut-18124-JPNIC|20110324|Okayama University of Science|JP|JPNIC
@aut-18125-JPNIC|20081008|Ministry of Agriculture, Forestry and Fisheries Research Network|JP|JPNIC
@aut-18126-JPNIC|20061109|Chubu Telecommunications Company, Inc.|JP|JPNIC
@aut-18127-JPNIC|20130403|Tsukuba-WAN Network|JP|JPNIC
@aut-18128-JPNIC|20050829|RIKEN(Physical and Chemical Research Institute)|JP|JPNIC
@aut-18129-JPNIC|20061228|OKAYAMA NETWORK INC.|JP|JPNIC
@aut-18133-JPNIC|20101126|Gamania Digital Entertainment co.,ltd|JP|JPNIC
@aut-18134-JPNIC|20140910|J:COM Tokyo Kita Limited|JP|JPNIC
@aut-18135-JPNIC|20050901|BTV Cable television|JP|JPNIC
@aut-18136-JPNIC|20080730|Cable television Adachi Corp.|JP|JPNIC
@aut-18138-JPNIC|20050304|HI-NET INC.|JP|JPNIC
@aut-18139-JPNIC|20141023|Hitachi Solutions, Ltd.|JP|JPNIC
@aut-18141-JPNIC|20050914|HBA|JP|JPNIC
@aut-18142-JPNIC|20091224|biwalobe.co.,ltd.|JP|JPNIC
@aut-18143-JPNIC|20080827|Mitsubishi Research Institute DCS Co.,Ltd.|JP|JPNIC
@aut-18146-JPNIC|20100107|Intec NetCore, Inc.|JP|JPNIC
@aut-18148-JPNIC|20110406|Fukuoka University|JP|JPNIC
@aut-18150-JPNIC|20110218|Sagashimbun Co., Ltd.|JP|JPNIC
@aut-18154-APNIC|20041014|Australian Trade Commission|AU|APNIC
@aut-18156-APNIC|20040628|BITNET ISP AS|ID|APNIC
@aut-18157-APNIC|20060316|chungju university|KR|APNIC
@aut-18158-APNIC|20081104|CHUNGBUK NATIONAL UNIVERSITY|KR|APNIC
@aut-18159-APNIC|20090414|Netspeed Data Ltd|NZ|APNIC
@aut-18160-APNIC|20141127|LOEN ENTERTAINMENT|KR|APNIC
@aut-18161-APNIC|20060714|HYNYANG WOMENS COLLEGE|KR|APNIC
@aut-18163-APNIC|20060316|jinju national university|KR|APNIC
@aut-18164-APNIC|20060316|Mokpo National University|KR|APNIC
@aut-18165-APNIC|20021209|ResMed Dual Internet Gateway|AU|APNIC
@aut-18166-APNIC|20110805|Elitecore Technologies Pvt. Ltd.|IN|APNIC
@aut-18167-APNIC|20040820|HCL Comnet Systems & Services Ltd|IN|APNIC
@aut-18168-APNIC|20061121|CMB TAEGU SUSEONG BROADCAST|KR|APNIC
@aut-18169-APNIC|20060316|KOCCA|KR|APNIC
@aut-18170-APNIC|20060316|Changwon National University|KR|APNIC
@aut-18171-APNIC|20060316|KYUNGNAM UNIVERSITY|KR|APNIC
@aut-18172-APNIC|20021211|Cable & Wireless Global, Enterprise Network|IN|APNIC
@aut-18173-APNIC|20111228|Aga Khan University|PK|APNIC
@aut-18174-APNIC|20141202|CHUNGBUK PROVINCIAL POLICE AGENCY|KR|APNIC
@aut-18175-APNIC|20081203|KPS|KR|APNIC
@aut-18176-APNIC|20060316|KOOKMIN UNIVERSITY|KR|APNIC
@aut-18177-APNIC|20060607|National Cheng Kung University|TW|APNIC
@aut-18179-APNIC|20020715|MiTAC Inc.|TW|APNIC
@aut-18180-APNIC|20020725|All Chinese Internet Inc.|TW|APNIC
@aut-18181-APNIC|20020731|National Health Research Institutes|TW|APNIC
@aut-18182-APNIC|20080911|Sony Network Taiwan Limited|TW|APNIC
@aut-18183-APNIC|20021023|National Center for Research on Earthquake Engineering|TW|APNIC
